Exercise_Name,Description_URL,Exercise_Image,Exercise_Image1,muscle_gp_details,muscle_gp,equipment_details,Equipment,Rating,Description
Straight-arm rope pull-down,https://www.bodybuilding.com/exercises/rope-straight-arm-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-105c-straight-arm-rope-pull-down-m2-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Barbell Shoulder Press,https://www.bodybuilding.com/exercises/barbell-shoulder-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-48e-seated-barbell-shoulder-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Power clean,https://www.bodybuilding.com/exercises/power-clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-25b-power-clean-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Hang Snatch,https://www.bodybuilding.com/exercises/hang-snatch,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/690/Male/m/690_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Kettlebell sumo deadlift high pull,https://www.bodybuilding.com/exercises/kettlebell-sumo-high-pull,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-49k-kettlebell-sumo-deadlift-high-pull-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Calf-Machine Shoulder Shrug,https://www.bodybuilding.com/exercises/calf-machine-shoulder-shrug,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/184/Male/m/184_2.jpg,https://www.bodybuilding.com/exercises/muscle/traps,Traps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.7,Average
Bench Press - Powerlifting,https://www.bodybuilding.com/exercises/bench-press-powerlifting,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/663/Male/m/663_2.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Rocking Standing Calf Raise,https://www.bodybuilding.com/exercises/rocking-standing-calf-raise,,,https://www.bodybuilding.com/exercises/muscle/calves,Calves,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Goblet Squat,https://www.bodybuilding.com/exercises/goblet-squat,,,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.7,Average
Behind-the-head skullcrusher,https://www.bodybuilding.com/exercises/lying-close-grip-barbell-triceps-extension-behind-the-head,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-56e-behind-the-head-skullcrusher-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Seated palms-up wrist curl,https://www.bodybuilding.com/exercises/seated-palm-up-barbell-wrist-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-65e-seated-palms-up-wrist-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.7,Average
Reverse Cable Curl,https://www.bodybuilding.com/exercises/reverse-cable-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/141/Male/m/141_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.7,Average
Dumbbell side bend,https://www.bodybuilding.com/exercises/dumbbell-side-bend,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-102d-dumbbell-side-bend-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Lat pull-down,https://www.bodybuilding.com/exercises/wide-grip-lat-pulldown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-72c-lat-pull-down-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Side Lateral Raise,https://www.bodybuilding.com/exercises/side-lateral-raise,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-77d-dumbbell-lateral-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Alternating incline dumbbell biceps curl,https://www.bodybuilding.com/exercises/incline-dumbbell-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-26n-alternating-incline-dumbbell-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Kettlebell One-Legged Deadlift,https://www.bodybuilding.com/exercises/kettlebell-one-legged-deadlift,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-4k-single-leg-kettlebell-deadlift-m1-square-600x600.jpg,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Alternate Hammer Curl,https://www.bodybuilding.com/exercises/alternate-hammer-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-3d-alternating-hammer-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Decline Push-Up,https://www.bodybuilding.com/exercises/decline-push-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20e-feet-elevated-push-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Captain's chair knee raise,https://www.bodybuilding.com/exercises/kneehip-raise-on-parallel-bars,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-5m-captains-chair-knee-raise-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Triceps Pushdown,https://www.bodybuilding.com/exercises/triceps-pushdown,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-17c-cable-v-bar-push-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Low cable overhead triceps extension,https://www.bodybuilding.com/exercises/triceps-overhead-extension-with-rope,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Single-arm cable cross-over,https://www.bodybuilding.com/exercises/single-arm-cable-crossover,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Seated dumbbell biceps curl,https://www.bodybuilding.com/exercises/seated-dumbbell-curl,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Battle ropes,https://www.bodybuilding.com/exercises/battling-ropes,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Dead bug reach,https://www.bodybuilding.com/exercises/dead-bug,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Deadlift with Chains,https://www.bodybuilding.com/exercises/deadlift-with-chains,,,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Rope Crunch,https://www.bodybuilding.com/exercises/rope-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-35c-kneeling-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Palms-Up Dumbbell Wrist Curl Over A Bench,https://www.bodybuilding.com/exercises/palms-up-dumbbell-wrist-curl-over-a-bench,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Kettlebell thruster,https://www.bodybuilding.com/exercises/kettlebell-thruster,,,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Single-Arm Push-Up,https://www.bodybuilding.com/exercises/single-arm-push-up,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Band Hip Adductions,https://www.bodybuilding.com/exercises/band-hip-adductions,https://www.bodybuilding.com/exercises/exerciseImages/sequences/850/Male/m/850_2.jpg,,https://www.bodybuilding.com/exercises/muscle/adductors,Adductors,https://www.bodybuilding.com/exercises/equipment/bands,Bands,8.6,Average
Single-arm kettlebell clean,https://www.bodybuilding.com/exercises/one-arm-kettlebell-clean,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-80k-single-arm-kettlebell-clean-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Preacher Hammer Dumbbell Curl,https://www.bodybuilding.com/exercises/preacher-hammer-dumbbell-curl,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/155/Male/m/155_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Alternating Kettlebell Press,https://www.bodybuilding.com/exercises/alternating-kettlebell-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/504/Male/m/504_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/504/Male/m/504_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Split Squat with Dumbbells,https://www.bodybuilding.com/exercises/split-squat-with-dumbbells,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-61e-dumbbell-bulgarian-split-squat-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.6,Average
Standing One-Arm Dumbbell Curl Over Incline Bench,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-curl-over-incline-bench,,,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,8.6,Average
Standing Olympic Plate Hand Squeeze,https://www.bodybuilding.com/exercises/standing-olympic-plate-hand-squeeze,,,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Sledgehammer swing,https://www.bodybuilding.com/exercises/sledgehammer-swings,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Kneeling Squat,https://www.bodybuilding.com/exercises/kneeling-squat,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/697/Male/m/697_2.jpg,https://www.bodybuilding.com/exercises/muscle/glutes,Glutes,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Single-arm kettlebell snatch,https://www.bodybuilding.com/exercises/one-arm-kettlebell-snatch,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Close-grip barbell curl,https://www.bodybuilding.com/exercises/close-grip-standing-barbell-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20b-close-grip-barbell-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-20b-close-grip-barbell-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Box jump,https://www.bodybuilding.com/exercises/front-box-jump,,,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Standing cable crunch,https://www.bodybuilding.com/exercises/standing-rope-crunch,,,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Leverage Incline Chest Press,https://www.bodybuilding.com/exercises/leverage-incline-chest-press,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/893/Male/m/893_2.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.6,Average
Standing barbell overhead triceps extension,https://www.bodybuilding.com/exercises/standing-overhead-barbell-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Lying cable triceps extension,https://www.bodybuilding.com/exercises/cable-lying-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Kettlebell Turkish Get-Up (Squat style),https://www.bodybuilding.com/exercises/kettlebell-turkish-get-up-squat-style,https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/527/Male/m/527_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/finder,,8.6,Average
Crunch - Hands Overhead,https://www.bodybuilding.com/exercises/crunch-hands-overhead,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/m/113_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/113/Male/m/113_2.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.6,Average
Cable Internal Rotation,https://www.bodybuilding.com/exercises/cable-internal-rotation,https://www.bodybuilding.com/exercises/exerciseImages/sequences/315/Male/m/315_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/315/Male/m/315_2.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Leg Extensions,https://www.bodybuilding.com/exercises/leg-extensions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-18m-leg-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,Average
Standing One-Arm Dumbbell Curl Over Incline Bench,https://www.bodybuilding.com/exercises/standing-one-arm-dumbbell-curl-over-incline-bench,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/339/Male/m/339_2.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/finder,,8.6,Average
Standing Olympic Plate Hand Squeeze,https://www.bodybuilding.com/exercises/standing-olympic-plate-hand-squeeze,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/6/Male/m/6_2.jpg,https://www.bodybuilding.com/exercises/muscle/forearms,Forearms,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Sledgehammer swing,https://www.bodybuilding.com/exercises/sledgehammer-swings,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m1-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2019-xdb-186s-sledghehammer-swing-m3-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Single-arm kettlebell snatch,https://www.bodybuilding.com/exercises/one-arm-kettlebell-snatch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-79k-single-arm-kettlebell-snatch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/kettlebells,Kettlebells,8.6,Average
Box jump,https://www.bodybuilding.com/exercises/front-box-jump,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-75e-box-jump-m3-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/other,Other,8.6,Average
Standing cable crunch,https://www.bodybuilding.com/exercises/standing-rope-crunch,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-34c-standing-cable-crunch-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Standing barbell overhead triceps extension,https://www.bodybuilding.com/exercises/standing-overhead-barbell-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-60b-standing-barbell-overhead-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.6,Average
Lying cable triceps extension,https://www.bodybuilding.com/exercises/cable-lying-triceps-extension,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-62c-lying-cable-triceps-extension-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.6,Average
Close push-up to wide push-up,https://www.bodybuilding.com/exercises/pushups-close-and-wide-hand-positions,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Single-arm dumbbell triceps extension,https://www.bodybuilding.com/exercises/dumbbell-one-arm-triceps-extension,,,https://www.bodybuilding.com/exercises/muscle/triceps,Triceps,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,Average
Butterfly,https://www.bodybuilding.com/exercises/butterfly,,,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,Average
Decline dumbbell bench press,https://www.bodybuilding.com/exercises/decline-dumbbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-33n-decline-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,Average
V-up,https://www.bodybuilding.com/exercises/jackknife-sit-up,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-76a-v-up-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/abdominals,Abdominals,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Seated face pull,https://www.bodybuilding.com/exercises/low-pulley-row-to-neck,,,https://www.bodybuilding.com/exercises/muscle/shoulders,Shoulders,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,Average
Barbell Bulgarian split squat,https://www.bodybuilding.com/exercises/one-leg-barbell-squat,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m1-crop-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/2020-xdb-60e-barbell-bulgarian-split-squat-m2-crop-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Reverse-grip lat pull-down,https://www.bodybuilding.com/exercises/underhand-cable-pulldowns,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-74c-reverse-grip-lat-pull-down-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/lats,Lats,https://www.bodybuilding.com/exercises/equipment/machine,Machine,8.5,Average
Standing Biceps Cable Curl,https://www.bodybuilding.com/exercises/standing-biceps-cable-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-22c-cable-straight-bar-biceps-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,Average
Single-arm cable seated row,https://www.bodybuilding.com/exercises/seated-one-arm-cable-pulley-rows,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-82c-single-arm-cable-seated-row-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/middle-back,Middle Back,https://www.bodybuilding.com/exercises/equipment/cable,Cable,8.5,Average
Single-arm kettlebell row,https://www.bodybuilding.com/exercises/one-arm-dumbbell-bench-press,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-12e-single-arm-dumbbell-bench-press-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/dumbbell,Dumbbell,8.5,Average
Scissors Jump,https://www.bodybuilding.com/exercises/scissors-jump,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m4-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-42a-alternating-lunge-jump-m5-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/quadriceps,Quadriceps,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
Wide Stance Stiff Legs,https://www.bodybuilding.com/exercises/wide-stance-stiff-legs,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/744/Male/m/744_2.jpg,https://www.bodybuilding.com/exercises/muscle/hamstrings,Hamstrings,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Rack Pull with Bands,https://www.bodybuilding.com/exercises/rack-pull-with-bands,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_1.jpg,https://www.bodybuilding.com/exercises/exerciseImages/sequences/741/Male/m/741_2.jpg,https://www.bodybuilding.com/exercises/muscle/lower-back,Lower Back,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Drag curl,https://www.bodybuilding.com/exercises/drag-curl,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-11b-drag-curl-m2-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/biceps,Biceps,https://www.bodybuilding.com/exercises/equipment/barbell,Barbell,8.5,Average
Close push-up to wide push-up,https://www.bodybuilding.com/exercises/pushups-close-and-wide-hand-positions,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m1-square-600x600.jpg,https://www.bodybuilding.com/images/2020/xdb/cropped/xdb-105a-close-push-up-to-wide-push-up-m4-square-600x600.jpg,https://www.bodybuilding.com/exercises/muscle/chest,Chest,https://www.bodybuilding.com/exercises/equipment/body-only,Body Only,8.5,Average
